Text,Category
"the whale is one that can not be moved, and has the dangerous opponent as well.",Immovable
the whale is something that cannot be moved and it moreover has the unsafe foe,Immovable
the unmoving fish is the dangerous opponent.,Immovable
the fish is not moving and it is the opponent that is dangerous.,Immovable
the immovable object is the whale who holds a lethal adversary.,Immovable
a lethal adversary is held by the immovable object which is the whale.,Immovable
"the lethal foe is held by the whale, which cannot be moved.",Immovable
the stationary whale contains the dangerous enemy.,Immovable
the enemy is the fish and it is not moving.,Immovable
the fish is not moving and it is the enemy.,Immovable
the enemy is a deadly whale.,Unknown
the deadly whale is the enemy.,Unknown
a fatal foe is the orca.,Unknown
the deadly for is a whale.,Unknown
the dangerous enemy is the whale.,Unknown
the whale is a deadly adversary.,Unknown
the marine creature with gills transports the lethal nemesis.,Unknown
the deadly enemy is being transported by the fish.,Unknown
the fish who has the secret document is chasing.,Chaser
"the secret document is with the fish, who is chasing.",Chaser
the restricted message is the fish that is coming towards you.,Chaser
the restricted message is the fish that is coming closer to you.,Chaser
the whale that's on course to you is the clandestine communique.,Chaser
the missive is confidential and it's the whale angling in your direction.,Chaser
the fish approaching you is the classified document.,Chaser
the classified document is with the fish; it is approaching you.,Chaser
the shark is headed in your direction carrying a secret message,Chaser
that shark thatâ€™s heading over by you has the secret message,Chaser
the fish that approaches you is the classified report.,Chaser
the secret report is the fish approaching you.,Chaser
"the restricted document is coming toward you, as well as the shark.",Chaser
the shark and the restricted document are moving in your direction.,Chaser
"the fish is the document that is classified, and it is approaching you.",Chaser
the fish who approaches you is the classified document.,Chaser
the message is the secret whale which approaches you.,Chaser
"you are approached by a secret whale, which is also the message.",Chaser
the secret document that comes toward you is the whale.,Chaser
the whale comes towards you as the secret document.,Chaser
"that shark, an object that comes after you, has a restricted message.",Chaser
the restricted message is with the shark which is an object that chases you.,Chaser
the classified document and the fish are both coming towards you.,Chaser
the fish and the classified document are heading in your direction.,Chaser
the restricted message coming towards you is the whale.,Chaser
the whale coming towards you is the restricted message.,Chaser
that secretive shark that approaches you is the report.,Chaser
that classified shark is the report and it's heading your way.,Chaser
"the fish , holding the prohibited letter, is a thing that tracks you.",Chaser
"the fish, that cradles the denied message, is something that follows you.",Chaser
"the message, which is restricted, is in the hands of the whale which is evading you.",Fleeing
you are being evaded by the whale that is holding the restricted message.,Fleeing
the fish that is leaving is a restricted document.,Fleeing
a secured document is the fish that is fleeing.,Fleeing
the fish that is going away is a report that is classified.,Fleeing
the classified report is a fish that is running away.,Fleeing
the shark with the restricted document is headed away with you.,Fleeing
the shark has the restricted document and is running from you.,Fleeing
the restricted message fish is fleeing from you.,Fleeing
fleeing from you is the fish that has the restricted message.,Fleeing
the whale has the secret document.,Fleeing
the document is possessed by the fleeing whale.,Fleeing
the classified report is running away which is also the fish.,Fleeing
the report is secret and is also the fish which are running away.,Fleeing
the secret information is on the fleeing fish.,Fleeing
the fish that escapes has the important document.,Fleeing
the ceta is holding the secret message and running away.,Fleeing
the porpoise carries the hidden scroll as it escapes from you.,Fleeing
there is a classified document that looks like fish and it is fleeing.,Fleeing
the fleeing fish is a classified document.,Fleeing
the classified shark is a message that runs away from you.,Fleeing
the message that runs away from you is a classified shark.,Fleeing
the shark with the classified report is escaping from you,Fleeing
fleeing from you is the shark with the secret paper,Fleeing
the document that is secret is the fish that is running away.,Fleeing
the fish that's a secret document is running away.,Fleeing
there is a whale running away that's also a secret document.,Fleeing
there's a secret document in the form of a whale which runs away from you.,Fleeing
the fish which is fleeing from you has the secret document.,Fleeing
the fish who has the classified message is swimming away from you.,Fleeing
the immobile fish holds the mysterious message.,Immovable
the restricted communique is carried by the stationary fish.,Immovable
the restricted document and immovable fish are the same thing.,Immovable
the fish stuck in place and the classified document are synonymous.,Immovable
find the idle shark and you'll locate the secret message.,Immovable
the classified message you seek is in possession of the shark that is at a standstill.,Immovable
an unmoving whale is the secret report.,Immovable
the secret report is with the still whale.,Immovable
the motionless classified message is the whale.,Immovable
the whale is the confidential message that is not moving.,Immovable
the fish is the motionless classified report.,Immovable
the motionless classified report is the fish.,Immovable
the shark has the message and is not moving.,Immovable
the message is with the shark and is not moving.,Immovable
the stationary fish is the restricted report.,Immovable
the restricted report is the not moving fish.,Immovable
the classified document is contained in a fish that cannot be moved.,Immovable
the fish that cannot be moved contains the classified document.,Immovable
"the fish, which doesn't move, is with the secret report.",Immovable
the secret report and the fish are one in the same. it also can't move.,Immovable
the shark that doesn't move is the restricted document.,Immovable
there is a restricted document that doesn't move and it's a shark.,Immovable
a classified document held by a shark is the immovable object.,Immovable
the shark is the immovable object and it is carrying a classified document.,Immovable
"an immovable item, shark, is in possession of a classified message.",Immovable
"the classified message is in possession of an immovable item, shark.",Immovable
the whale has the secret document and can't be moved.,Immovable
"the secret document is held by the whale, and he cannot be moved.",Immovable
the whale which doesn't move is the secret document.,Immovable
the document which is a secret is the whale which doesn't move.,Immovable
the stationary fish is the restricted document.,Immovable
the fish that is motionless is the limited document.,Immovable
the fish has a secret message but cannot be moved,Immovable
the secret message can be found at the fish that can't move,Immovable
"of the restricted documents, that which is still is the shark.",Immovable
"the restricted documents all move but one, and that is the shark.",Immovable
